Comparison,Population,HR,CI_Lower,CI_Upper,Log_HR,SE_Log_HR
Drug-A vs Drug-C,X-Positive,0.8477369794959471,0.5302560033904049,1.3553038189287496,-0.16518485699030147,0.23939311571423702
